Провайдер;Название;ID;RTP по умолчанию;Url;MobileUrl;Тип игры;Сортировка;Сортировка по категориям;Категории;Статус;Фрираунды;Минимальная ставка;Максимальная ставка;Максимальный множитель;Волатильность провайдера
"Kaga";"Arthurian Legend";"2973736";"96.0000";"ArthurianLegend";"ArthurianLegend";"HasDemo ";"100739";"0";"Slots";"1";"Нет";"0.15";"225.00";"600.00";"Medium-High"
"Kaga";"Ocean Vacation";"2973732";"96.0000";"OceanVacation";"OceanVacation";"HasDemo ";"100738";"0, 0";"Bonus Risk,Fish/Shooting";"1";"Нет";"0.10";"10.00";"800.00";"Very High"
"Kaga";"Tug of War";"2973728";"96.0000";"TugOfWar";"TugOfWar";"HasDemo ";"100737";"0";"Slots";"1";"Нет";"0.10";"150.00";"5000.00";"Very High"
"Kaga";"Undersea Killer";"2972513";"96.0000";"UnderseaKiller";"UnderseaKiller";"HasDemo ";"100736";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"488.00";"Medium"
"Kaga";"Golden Wheel";"2972509";"96.0000";"GoldenWheel";"GoldenWheel";"HasDemo ";"100735";"0";"Other";"1";"Нет";"1.00";"20.00";"99.00";"Very High"
"Kaga";"Tango Bonanza";"2972505";"96.0000";"TangoBonanza";"TangoBonanza";"HasDemo ";"100734";"0";"Slots";"1";"Все";"0.20";"300.00";"4928.00";"Very High"
"Kaga";"Roaring Era";"2972501";"96.0000";"RoaringEra";"RoaringEra";"HasDemo ";"100733";"0";"Slots";"1";"Все";"0.25";"125.00";"5832.00";"Medium-High"
"Kaga";"Inca Fantasy";"2972497";"96.0000";"IncaFantasy";"IncaFantasy";"HasDemo ";"100732";"0";"Slots";"1";"Все";"0.20";"300.00";"1239.00";"Medium"
"Kaga";"Blazing Buffalo";"2972493";"96.0000";"BlazingBuffalo";"BlazingBuffalo";"HasDemo ";"100731";"0";"Slots";"1";"Все";"0.88";"88.00";"1657.00";"Medium-High"
"Kaga";"Monster Shooter";"2971732";"96.0000";"MonsterShooter";"MonsterShooter";"HasDemo ";"100730";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"400.00";"Medium"
"Kaga";"Underworld Empire";"2971728";"96.0000";"UnderworldEmpire";"UnderworldEmpire";"HasDemo ";"100729";"0";"Slots";"1";"Все";"0.25";"125.00";"300.00";"Low-medium"
"Kaga";"Blazing Heat Roulette";"2971724";"96.0000";"BlazingHeatRoulette";"BlazingHeatRoulette";"HasDemo ";"100728";"0";"Roulette";"1";"Нет";"1.00";"160.00";"59.00";"Very Low"
"Kaga";"Fantasy Circus";"2971720";"0.0000";"FantasyCircus";"FantasyCircus";"HasDemo ";"100727";"0";"Slots";"1";"Все";"0.30";"150.00";"3645.00";"High"
"Kaga";"Burger Jenga Lock 2 Spin";"2971716";"96.0000";"BurgerJenga";"BurgerJenga";"HasDemo ";"100726";"0";"Slots";"1";"Все";"0.30";"150.00";"7500.00";"High"
"Kaga";"Gacha Gacha";"2971712";"96.0000";"GachaGacha";"GachaGacha";"HasDemo ";"100725";"0";"Slots";"1";"Нет";"0.20";"300.00";"4061.00";"Medium"
"Kaga";"Wild Christmas Fusion Reels";"2969449";"96.0000";"WildChristmas";"WildChristmas";"HasDemo ";"100724";"0";"Slots";"1";"Все";"0.25";"125.00";"3328.00";"High"
"Kaga";"Kick Cash Croc";"2969445";"96.0000";"KickCashCroc";"KickCashCroc";"HasDemo ";"100723";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"125.00";"6000.00";"Medium-High"
"Kaga";"Road Hunting";"2969441";"96.0000";"RoadHunting";"RoadHunting";"HasDemo ";"100722";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium"
"Kaga";"Robo Revolution";"2969437";"96.0000";"RoboRevolution";"RoboRevolution";"HasDemo ";"100721";"0";"Slots";"1";"Все";"0.25";"125.00";"2000.00";"Medium-High"
"Kaga";"Christmas Wheel";"2969433";"96.0000";"ChristmasWheel";"ChristmasWheel";"HasDemo ";"100720";"0";"Other";"1";"Нет";"0.30";"200.00";"100.00";"Low"
"Kaga";"Underwater Treasure";"2969429";"96.0000";"UnderwaterTreasure";"UnderwaterTreasure";"HasDemo ";"100719";"0";"Slots";"1";"Все";"0.50";"250.00";"5690.58";"High"
"Kaga";"Dinosaur Park";"2967246";"98.0000";"DinosaurPark";"DinosaurPark";"HasDemo ";"100718";"0";"Slots";"1";"Нет";"0.30";"150.00";"3645.00";"High"
"Kaga";"Cthulhu";"2967242";"98.0000";"Cthulhu";"Cthulhu";"HasDemo ";"100717";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium-High"
"Kaga";"Hip Hop Pigeon";"2967238";"98.0000";"HipHopPigeon";"HipHopPigeon";"HasDemo ";"100716";"0";"Slots";"1";"Нет";"0.25";"125.00";"1458.00";"Medium"
"Kaga";"Calligraphy Master";"2967234";"98.0000";"CalligraphyMaster";"CalligraphyMaster";"HasDemo ";"100715";"0";"Slots";"1";"Нет";"0.25";"125.00";"500.00";"Medium"
"Kaga";"Awesome Treasure";"2967230";"98.0000";"AwesomeTreasure";"AwesomeTreasure";"HasDemo ";"100714";"0";"Other";"1";"Нет";"1.00";"100.00";"48.86";"Very Low"
"Kaga";"Medieval Warfare";"2967226";"98.0000";"MedievalWarfare";"MedievalWarfare";"HasDemo ";"100713";"0";"Slots";"1";"Нет";"0.20";"300.00";"500.00";"Medium"
"Kaga";"Lightning Storm";"2965699";"96.0000";"LightningStorm";"LightningStorm";"HasDemo ";"100712";"0";"Slots";"1";"Нет";"0.40";"200.00";"2500.00";"Medium-High"
"Kaga";"Pirates War";"2965695";"96.0000";"PiratesWar";"PiratesWar";"HasDemo ";"100711";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"457.00";"Medium-High"
"Kaga";"Duel Skateboards";"2965691";"96.0000";"DuelSkateboards";"DuelSkateboards";"HasDemo ";"100710";"0";"Slots";"1";"Все";"0.25";"125.00";"3060.00";"Medium"
"Kaga";"Stellar Fantasia";"2965687";"96.0000";"StellarFantasia";"StellarFantasia";"HasDemo ";"100709";"0";"Slots";"1";"Нет";"0.00";"250.00";"200.00";"Medium"
"Kaga";"Golden Egg";"2965683";"96.0000";"GoldenEgg";"GoldenEgg";"HasDemo ";"100708";"0";"Slots";"1";"Все";"0.15";"225.00";"900.00";"Medium"
"Kaga";"Aqua Moto Racing";"2965679";"96.0000";"AquaMotoRacing";"AquaMotoRacing";"HasDemo ";"100707";"0";"Other";"1";"Нет";"1.00";"2048.00";"62.01";"Very Low"
"Kaga";"Astrology";"2964305";"96.0000";"Astrology";"Astrology";"HasDemo ";"100706";"0";"Slots";"1";"Все";"0.25";"125.00";"150.00";"Medium"
"Kaga";"Rhino Coin";"2964301";"96.0000";"RhinoCoin";"RhinoCoin";"HasDemo ";"100705";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"125.00";"800.00";"Medium"
"Kaga";"Genie";"2964297";"96.0000";"Genie";"Genie";"HasDemo ";"100704";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium"
"Kaga";"Bear Paw Legend";"2964293";"96.0000";"BearPawLegend";"BearPawLegend";"HasDemo ";"100703";"0";"Slots";"1";"Все";"0.50";"250.00";"6600.00";"Medium"
"Kaga";"Retro Electronic";"2964289";"96.0000";"RetroElectronic";"RetroElectronic";"HasDemo ";"100702";"0";"Slots";"1";"Все";"0.30";"150.00";"1215.00";"Medium-High"
"Kaga";"The Count of Monte Cristo";"2964285";"96.0000";"TheCountOfMonteCristo";"TheCountOfMonteCristo";"HasDemo ";"100701";"0";"Slots";"1";"Все";"0.25";"125.00";"2000.00";"Medium"
"Kaga";"Cannibal Garden";"2958013";"96.0000";"CannibalGarden";"CannibalGarden";"HasDemo ";"100700";"0";"Slots";"1";"Все";"0.00";"1600.00";"880.00";"Medium"
"Kaga";"Deluxe Wallet";"2958009";"96.0000";"DeluxeWallet";"DeluxeWallet";"HasDemo ";"100699";"0";"Other";"1";"Нет";"1.00";"2048.00";"38.86";"Very Low"
"Kaga";"Luxury Vegas";"2958005";"96.0000";"LuxuryVegas";"LuxuryVegas";"HasDemo ";"100698";"0";"Slots";"1";"Все";"0.30";"150.00";"120.00";"Low-medium"
"Kaga";"20000 Leagues Under The Sea";"2958001";"96.0000";"TwentyThousandLeaguesUnderTheSea";"TwentyThousandLeaguesUnderTheSea";"HasDemo ";"100697";"0";"Slots";"1";"Все";"0.25";"125.00";"325.00";"Medium"
"Kaga";"Ofrenda Magic";"2957997";"96.0000";"OfrendaMagic";"OfrendaMagic";"HasDemo ";"100696";"0";"Slots";"1";"Все";"0.25";"125.00";"3656.00";"Medium-High"
"Kaga";"Midnight Terror";"2957993";"96.0000";"MidnightTerror";"MidnightTerror";"HasDemo ";"100695";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium-High"
"Kaga";"Shopping Mall Tycoon";"2946617";"96.0000";"ShoppingMallTycoon";"ShoppingMallTycoon";"HasDemo ";"100694";"0";"Slots";"1";"Все";"0.03";"150.00";"1004.00";"Medium-High"
"Kaga";"Four Seasons";"2946609";"96.0000";"FourSeasons";"FourSeasons";"HasDemo ";"100693";"0, 0, 0";"Slots,Progression Feature,Bonus Risk";"1";"Все";"0.75";"375.00";"210.00";"Medium"
"Kaga";"Explosion Magic";"2946605";"96.0000";"ExplosionMagic";"ExplosionMagic";"HasDemo ";"100692";"0";"Other";"1";"Нет";"1.00";"2048.00";"28.77";"Very Low"
"Kaga";"Fashion Life";"2946601";"96.0000";"FashionLife";"FashionLife";"HasDemo ";"100691";"0";"Slots";"1";"Все";"0.30";"150.00";"1500.00";"Medium-High"
"Kaga";"Pirate Treasure Hunt";"2946597";"96.0000";"PirateTreasureHunt";"PirateTreasureHunt";"HasDemo ";"100690";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium"
"Kaga";"Sorcerer and Demon";"2946593";"96.0000";"SorcererAndDemon";"SorcererAndDemon";"HasDemo ";"100689";"0";"Slots";"1";"Все";"0.88";"88.00";"1657.00";"Medium-High"
"Kaga";"Danger Zone";"2936633";"96.0000";"DangerZone";"DangerZone";"HasDemo ";"100688";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"522.00";"Medium-High"
"Kaga";"Fortune Code";"2936629";"96.0000";"FortuneCode";"FortuneCode";"HasDemo ";"100687";"0";"Other";"1";"Нет";"1.00";"2048.00";"99.00";"Very Low"
"Kaga";"Jumping Frog";"2936625";"96.0000";"JumpingFrog";"JumpingFrog";"HasDemo ";"100686";"0";"Slots";"1";"Все";"0.15";"225.00";"1000.00";"Medium"
"Kaga";"Munich Beer Bash";"2936621";"96.0000";"MunichBeerBash";"MunichBeerBash";"HasDemo ";"100685";"0";"Slots";"1";"Все";"0.25";"1000.00";"800.00";"Medium"
"Kaga";"Bizarre Barber";"2936617";"96.0000";"BizarreBarber";"BizarreBarber";"HasDemo ";"100684";"0";"Slots";"1";"Все";"0.25";"1000.00";"1825.00";"Low-medium"
"Kaga";"Aquatic Adventurer";"2936613";"96.0000";"AquaticAdventurer";"AquaticAdventurer";"HasDemo ";"100683";"0";"Slots";"1";"Все";"0.20";"300.00";"5415.00";"Medium-High"
"Kaga";"Museum of Fantasy Fusion Reels";"2924953";"96.0000";"MuseumOfFantasy";"MuseumOfFantasy";"HasDemo ";"100682";"0";"Slots";"1";"Нет";"0.50";"250.00";"1250.00";"Medium"
"Kaga";"Crazy Oktoberfest";"2924949";"96.0000";"CrazyOktoberfest";"CrazyOktoberfest";"HasDemo ";"100681";"0";"Slots";"1";"Нет";"0.50";"2000.00";"500.00";"Medium-High"
"Kaga";"Full Throttle";"2924945";"96.0000";"FullThrottle";"FullThrottle";"HasDemo ";"100680";"0";"Crash Game";"1";"Нет";"1.00";"2048.00";"52.01";"Very Low"
"Kaga";"Mouse on the Prairie";"2924941";"96.0000";"MouseOnThePrairie";"MouseOnThePrairie";"HasDemo ";"100679";"0";"Slots";"1";"Нет";"0.25";"125.00";"300.00";"Low-medium"
"Kaga";"Dragon's Hoard";"2924937";"96.0000";"DragonsHoard";"DragonsHoard";"HasDemo ";"100678";"0, 0, 0";"Slots,Progression Feature,Bonus Risk";"1";"Нет";"0.50";"250.00";"200.00";"Medium"
"Kaga";"Dragon Treasure";"2924933";"96.0000";"DragonTreasure";"DragonTreasure";"HasDemo ";"100677";"0, 0, 0";"Progression Feature,Bonus Risk,Fish/Shooting";"1";"Нет";"0.01";"10.00";"400.00";"Medium"
"Kaga";"War Turtle";"2913680";"96.0000";"WarTurtle";"WarTurtle";"HasDemo ";"100676";"0, 0";"Bonus Risk,Fish/Shooting";"1";"Нет";"0.01";"10.00";"443.00";"Medium"
"Kaga";"Pirate's Treasure Quest";"2913676";"96.0000";"PiratesTreasureQuest";"PiratesTreasureQuest";"HasDemo ";"100675";"0";"Slots";"1";"Нет";"0.30";"150.00";"634.00";"Low-medium"
"Kaga";"Fishing Tycoon";"2913672";"96.0000";"FishingTycoon";"FishingTycoon";"HasDemo ";"100674";"0, 0";"Crash Game,Bonus Risk";"1";"Нет";"1.00";"2048.00";"62.01";"Very Low"
"Kaga";"Queen’s Corgi";"2913668";"96.0000";"QueensCorgi";"QueensCorgi";"HasDemo ";"100673";"0";"Slots";"1";"Нет";"0.30";"150.00";"2700.00";"Medium"
"Kaga";"Egyptian Deity";"2913664";"96.0000";"EgyptianDeity";"EgyptianDeity";"HasDemo ";"100672";"0, 0, 0";"Slots,Progression Feature,Bonus Risk";"1";"Нет";"0.25";"125.00";"2906.00";"Low-medium"
"Kaga";"Modernizations";"2913660";"96.0000";"Modernizations";"Modernizations";"HasDemo ";"100671";"0";"Slots";"1";"Нет";"0.30";"150.00";"500.00";"Medium"
"Kaga";"Deluxe Dice";"2902936";"96.0000";"DeluxeDice";"DeluxeDice";"HasDemo ";"100670";"0";"Dice";"1";"Нет";"1.00";"2048.00";"1271.00";"Low"
"Kaga";"Kick Cash Llama";"2902912";"96.0000";"KickCashLlama";"KickCashLlama";"HasDemo ";"100669";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"125.00";"6000.00";"Medium-High"
"Kaga";"Jungle Adventure";"2902848";"96.0000";"JungleAdventure";"JungleAdventure";"HasDemo ";"100668";"0";"Slots";"1";"Все";"0.20";"300.00";"2709.00";"Medium"
"Kaga";"Magic Carpet";"2902808";"96.0000";"MagicCarpet";"MagicCarpet";"HasDemo ";"100667";"0";"Slots";"1";"Все";"0.30";"150.00";"5400.00";"Medium-High"
"Kaga";"Magical Ocean";"2902804";"96.0000";"MagicalOcean";"MagicalOcean";"HasDemo ";"100666";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"300.00";"Medium"
"Kaga";"Spartan";"2902800";"96.0000";"Spartan";"Spartan";"HasDemo ";"100665";"0";"Slots";"1";"Все";"0.50";"250.00";"1288.00";"Medium-High"
"Kaga";"Noble Cat";"2892724";"96.0000";"NobleCat";"NobleCat";"HasDemo ";"100664";"0";"Slots";"1";"Все";"0.30";"150.00";"3840.00";"Medium"
"Kaga";"Nine Tailed Fox";"2892720";"96.0000";"NineTailedFox";"NineTailedFox";"HasDemo ";"100663";"0";"Slots";"1";"Все";"0.63";"150.00";"4050.00";"Medium-High"
"Kaga";"Enchantress Area";"2892716";"96.0000";"EnchantressArea";"EnchantressArea";"HasDemo ";"100662";"0";"Slots";"1";"Все";"0.20";"300.00";"1283.00";"Medium-High"
"Kaga";"Cursed Seas";"2892712";"96.0000";"CursedSeas";"CursedSeas";"HasDemo ";"100661";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium"
"Kaga";"Fortune's Number";"2892708";"96.0000";"FortuneNumber";"FortuneNumber";"HasDemo ";"100660";"0";"Other";"1";"Нет";"1.00";"2048.00";"49.50";"Very Low"
"Kaga";"Submariner";"2892704";"96.0000";"Submariner";"Submariner";"HasDemo ";"100659";"0";"Slots";"1";"Все";"0.25";"125.00";"3708.00";"Medium"
"Kaga";"KA All Star Sports Day";"2882216";"96.0000";"KAAllStarSportsDay";"KAAllStarSportsDay";"HasDemo ";"100658";"0";"Slots";"1";"Все";"0.30";"150.00";"2150.00";"Medium-High"
"Kaga";"Poseidon's Secret 2";"2882192";"96.0000";"PoseidonSecret2";"PoseidonSecret2";"HasDemo ";"100657";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"588.00";"Medium"
"Kaga";"Symphony Fantasia Lock 2 Spin";"2882184";"96.0000";"SymphonyFantasia";"SymphonyFantasia";"HasDemo ";"100656";"0";"Slots";"1";"Все";"0.88";"88.00";"7500.00";"Medium-High"
"Kaga";"Ten Jin Matsuri";"2882180";"96.0000";"TenJinMatsuri";"TenJinMatsuri";"HasDemo ";"100655";"0";"Slots";"1";"Все";"0.50";"250.00";"5000.00";"Very High"
"Kaga";"The Wolf of Wall Street";"2882176";"96.0000";"TheWolfOfWallStreet";"TheWolfOfWallStreet";"HasDemo ";"100654";"0";"Slots";"1";"Все";"0.30";"150.00";"3645.00";"High"
"Kaga";"Alien Tour";"2882172";"96.0000";"AlienTour";"AlienTour";"HasDemo ";"100653";"0";"Slots";"1";"Все";"0.25";"125.00";"3000.00";"High"
"Kaga";"Frog's Ball Lock 2 Spin";"2871884";"96.0000";"FrogsBall";"FrogsBall";"HasDemo ";"100652";"0, 0";"Slots,Jackpots";"1";"Все";"0.88";"88.00";"850.00";"Medium"
"Kaga";"Story of Jing Jiang";"2871880";"96.0000";"StoryOfJingJiang";"StoryOfJingJiang";"HasDemo ";"100651";"0";"Slots";"1";"Все";"0.50";"250.00";"518.00";"Medium-High"
"Kaga";"Shark Bite";"2871872";"96.0000";"SharkBite";"SharkBite";"HasDemo ";"100650";"0";"Slots";"1";"Все";"0.30";"150.00";"500.00";"Medium"
"Kaga";"Galactic Bounty Hunter";"2871868";"96.0000";"GalacticBountyHunter";"GalacticBountyHunter";"HasDemo ";"100649";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"322.00";"Low-medium"
"Kaga";"Gorilla Style";"2871864";"96.0000";"GorillaStyle";"GorillaStyle";"HasDemo ";"100648";"0";"Slots";"1";"Все";"0.50";"2000.00";"1765.00";"Very High"
"Kaga";"Beach Life";"2871860";"96.0000";"BeachLife";"BeachLife";"HasDemo ";"100647";"0";"Slots";"1";"Все";"0.30";"150.00";"400.00";"Medium-High"
"Kaga";"Chihuahua Party";"2861768";"96.0000";"ChihuahuaParty";"ChihuahuaParty";"HasDemo ";"100646";"0";"Slots";"1";"Все";"0.25";"125.00";"500.00";"High"
"Kaga";"Hail the Judge";"2861764";"96.0000";"HailTheJudge";"HailTheJudge";"HasDemo ";"100645";"0";"Slots";"1";"Все";"0.25";"125.00";"1475.00";"Medium-High"
"Kaga";"Fat Guy";"2861760";"96.0000";"FatGuy";"FatGuy";"HasDemo ";"100644";"0";"Slots";"1";"Все";"0.50";"250.00";"1200.00";"High"
"Kaga";"Story of Farmer";"2861756";"96.0000";"StoryOfFarmer";"StoryOfFarmer";"HasDemo ";"100643";"0";"Slots";"1";"Все";"0.20";"300.00";"344.00";"Medium"
"Kaga";"Monster Destroyer";"2861752";"96.0000";"MonsterDestroyer";"MonsterDestroyer";"HasDemo ";"100642";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"300.00";"Medium"
"Kaga";"Yu Fu";"2861748";"96.0000";"YuFu";"YuFu";"HasDemo ";"100641";"0";"Slots";"1";"Все";"0.30";"150.00";"2430.00";"Medium-High"
"Kaga";"Crazy Killer";"2842996";"96.0000";"CrazyKiller";"CrazyKiller";"HasDemo ";"100640";"0";"Slots";"1";"Все";"0.20";"300.00";"500.00";"Medium-High"
"Kaga";"Leprechaun and Animals";"2852628";"96.0000";"LeprechaunAndAnimals";"LeprechaunAndAnimals";"HasDemo ";"100640";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"300.00";"Medium-High"
"Kaga";"Carp Princess";"2852632";"96.0000";"CarpPrincess";"CarpPrincess";"HasDemo ";"100640";"0";"Slots";"1";"Все";"0.00";"225.00";"900.00";"Medium"
"Kaga";"Wrestling Queen";"2852636";"96.0000";"WrestlingQueen";"WrestlingQueen";"HasDemo ";"100640";"0";"Slots";"1";"Все";"0.50";"250.00";"556.00";"Medium"
"Kaga";"Scientists Legends Lock 2 spin";"2852640";"96.0000";"ScientistsLegends";"ScientistsLegends";"HasDemo ";"100640";"0";"Slots";"1";"Все";"0.88";"88.00";"750.00";"Medium-High"
"Kaga";"Thumbelina";"2852644";"96.0000";"Thumbelina";"Thumbelina";"HasDemo ";"100640";"0";"Slots";"1";"Все";"0.30";"150.00";"500.00";"Medium"
"Kaga";"Ghosts Night Walk Lock 2 Spin";"2852648";"96.0000";"GhostsNightWalk";"GhostsNightWalk";"HasDemo ";"100640";"0";"Slots";"1";"Все";"0.00";"150.00";"750.00";"High"
"Kaga";"Pot Feast";"2842992";"96.0000";"PotFeast";"PotFeast";"HasDemo ";"100639";"0";"Slots";"1";"Нет";"0.25";"1000.00";"1825.00";"Low-medium"
"Kaga";"Fortune Funland";"2842988";"96.0000";"FortuneFunland";"FortuneFunland";"HasDemo ";"100638";"0";"Slots";"1";"Все";"0.35";"175.00";"486.00";"Low-medium"
"Kaga";"Fortune Wheel";"2842984";"96.0000";"FortuneWheel";"FortuneWheel";"HasDemo ";"100637";"0";"Other";"1";"Нет";"1.00";"80.00";"48.00";"Low-medium"
"Kaga";"King's Sword";"2842980";"96.0000";"KingsSword";"KingsSword";"HasDemo ";"100636";"0";"Slots";"1";"Все";"0.40";"200.00";"600.00";"Medium"
"Kaga";"Go Go Fishing";"2842976";"96.0000";"GoGoFishing";"GoGoFishing";"HasDemo ";"100635";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"429.00";"Medium-High"
"Kaga";"Rebirth";"2832781";"96.0000";"Rebirth";"Rebirth";"HasDemo ";"100634";"0";"Slots";"1";"Все";"0.25";"125.00";"2000.00";"Medium"
"Kaga";"Electric Energy";"2832777";"96.0000";"ElectricEnergy";"ElectricEnergy";"HasDemo ";"100633";"0";"Slots";"1";"Все";"0.30";"150.00";"600.00";"Medium"
"Kaga";"Hole In One";"2832773";"96.0000";"HoleInOne";"HoleInOne";"HasDemo ";"100632";"0";"Slots";"1";"Все";"0.50";"250.00";"3902.00";"High"
"Kaga";"Pretty Princess";"2832769";"96.0000";"PrettyPrincess";"PrettyPrincess";"HasDemo ";"100631";"0";"Slots";"1";"Все";"0.20";"300.00";"972.00";"Medium-High"
"Kaga";"Element Shaman";"2832765";"96.0000";"ElementShaman";"ElementShaman";"HasDemo ";"100630";"0";"Slots";"1";"Все";"0.30";"150.00";"3628.00";"Medium-High"
"Kaga";"Attack on Crabs";"2832761";"96.0000";"AttackOnCrabs";"AttackOnCrabs";"HasDemo ";"100629";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"300.00";"Medium"
"Kaga";"Mystery Detective Fusion Reels";"2823596";"96.0000";"MysteryDetective";"MysteryDetective";"HasDemo ";"100628";"0";"Slots";"1";"Все";"0.40";"200.00";"4735.00";"Medium-High"
"Kaga";"9x Monkey Lock 2 Spin";"2823592";"96.0000";"NineMonkey";"NineMonkey";"HasDemo ";"100627";"0, 0";"Slots,Jackpots";"1";"Все";"0.45";"1800.00";"1332.00";"Medium"
"Kaga";"Kick Cash Panda";"2823588";"96.0000";"KickCashPanda";"KickCashPanda";"HasDemo ";"100626";"0, 0";"Slots,Jackpots";"1";"Все";"0.25";"125.00";"600.00";"Medium-High"
"Kaga";"Dark Magic War";"2823584";"96.0000";"DarkMagicWar";"DarkMagicWar";"HasDemo ";"100625";"0";"Slots";"1";"Все";"0.30";"150.00";"1250.00";""
"Kaga";"Deep Fishing";"2823580";"96.0000";"DeepFishing";"DeepFishing";"HasDemo ";"100624";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Very High"
"Kaga";"Assassin Mission";"2823576";"96.0000";"AssassinMission";"AssassinMission";"HasDemo ";"100623";"0";"Slots";"1";"Нет";"0.25";"125.00";"1000.00";"Medium-High"
"Kaga";"Million Lucky Wheel";"2814930";"96.0000";"MillionLuckyWheel";"MillionLuckyWheel";"HasDemo ";"100622";"0";"Other";"1";"Все";"0.30";"200.00";"100.00";"Very Low"
"Kaga";"Crazy Blackbeard";"2814926";"96.0000";"CrazyBlackbeard";"CrazyBlackbeard";"HasDemo ";"100621";"0";"Slots";"1";"Все";"0.50";"250.00";"973.00";"Medium-High"
"Kaga";"Speed King";"2814922";"96.0000";"SpeedKing";"SpeedKing";"HasDemo ";"100620";"0";"Slots";"1";"Все";"0.20";"300.00";"1749.00";"High"
"Kaga";"Songkran Warfare";"2814918";"96.0000";"SongkranWarfare";"SongkranWarfare";"HasDemo ";"100619";"0";"Slots";"1";"Все";"0.20";"300.00";"2709.00";"Medium"
"Kaga";"King of the God Zeus Lock 2 Spin";"2814914";"96.0000";"KingOfTheGodZeus";"KingOfTheGodZeus";"HasDemo ";"100618";"0";"Slots";"1";"Все";"0.40";"200.00";"1000.00";"Medium"
"Kaga";"Golden Crab";"2814910";"96.0000";"GoldenCrab";"GoldenCrab";"HasDemo ";"100617";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium"
"Kaga";"Beauty Pageant";"2804434";"96.0000";"BeautyPageant";"BeautyPageant";"HasDemo ";"100616";"0";"Slots";"1";"Все";"0.03";"125.00";"500.00";"Medium"
"Kaga";"Bonus Mania Plinko";"2804430";"96.0000";"BonusManiaPlinko";"BonusManiaPlinko";"HasDemo ";"100615";"0";"Slots";"1";"Все";"0.15";"600.00";"3334.00";"Medium"
"Kaga";"Werewolf";"2804426";"96.0000";"Werewolf";"Werewolf";"HasDemo ";"100614";"0";"Slots";"1";"Все";"0.30";"150.00";"2700.00";"Medium"
"Kaga";"Mayan Civilization";"2804422";"96.0000";"MayanCivilization";"MayanCivilization";"HasDemo ";"100613";"0";"Slots";"1";"Все";"0.30";"150.00";"2430.00";"Medium-High"
"Kaga";"Fantasy Universe";"2804418";"96.0000";"FantasyUniverse";"FantasyUniverse";"HasDemo ";"100612";"0";"Slots";"1";"Нет";"0.00";"1800.00";"60.00";"Low"
"Kaga";"Deep Overlord";"2804414";"96.0000";"DeepOverlord";"DeepOverlord";"HasDemo ";"100611";"0";"Fish/Shooting";"1";"Нет";"0.01";"10.00";"500.00";"Medium"
"Kaga";"UFO Hunt";"2796554";"96.0000";"UFOHunt";"UFOHunt";"HasDemo ";"100610";"0";"Slots";"1";"Все";"0.50";"250.00";"818.00";"Medium-High"
"Kaga";"Book of Skull";"2796550";"96.0000";"BookOfSkull";"BookOfSkull";"HasDemo ";"100609";"0";"Slots";"1";"Все";"0.20";"300.00";"526.00";"Medium"
"Kaga";"Rock Parrot";"2796546";"96.0000";"RockParrot";"RockParrot";"HasDemo ";"100608";"0";"Slots";"1";"Все";"0.25";"125.00";"7104.00";"Medium-High"
"Kaga";"Deep Beast";"2796542";"96.0000";"DeepBeast";"DeepBeast";"HasDemo ";"100607";"0";"Crash Game";"1";"Нет";"0.01";"10.00";"607.00";"Medium"
"Kaga";"Fly To Universe";"2796538";"96.0000";"FlyToUniverse";"FlyToUniverse";"HasDemo ";"100606";"0";"Crash Game";"1";"Нет";"1.00";"2048.00";"2879.00";"Very High"
"Kaga";"Maleficent Fusion Reels";"2796534";"96.0000";"Maleficent";"Maleficent";"HasDemo ";"100605";"0";"Slots";"1";"Все";"0.30";"150.00";"1036.00";""
"Kaga";"Romani Secret";"2787662";"96.0000";"RomaniSecret";"RomaniSecret";"HasDemo ";"100604";"0";"Slots";"1";"Нет";"0.25";"125.00";"560.00";"Low-medium"
